domain,query,expected_answer_text,expected_context_snippet,accepted_answers_json,source_title,source_url,source_document_id,source_chunk_id
events,"What is the date, time, and venue for the talk titled 'Interpretation and Emulation of Bronze and Stone Inscriptions from the Zhou, Qin, and Han Dynasties'?",2026/9/16 (Wednesday) Time: 6:00 p.m. to 7:30 p.m. Venue: Lockhart Road Public Library (Extension Activities Room),Date: 2026/9/16 (Wednesday) Time: 6:00 p.m. to 7:30 p.m. Venue: Lockhart Road Public Library (Extension Activities Room),[],Hong Kong Public Libraries - Literary Activities,https://www.hkpl.gov.hk/en/extension-activities/event-category/23421/literary-activities,01121b58-4b71-454c-b5b8-e7693eb0014f,01121b58-4b71-454c-b5b8-e7693eb0014f:v10:s10:c0:9ba3ad5e7482eb75
events,When and where is the talk titled 'Selected Readings of Su Shi's Poems (VII)' held?,2026/9/13 (Sunday) at City Hall Public Library (Extension Activities Room),Date: 2026/9/13 (Sunday) Time: 2:15 p.m. to 3:45 p.m. Venue: City Hall Public Library (Extension Activities Room),[],Hong Kong Public Libraries - Literary Activities,https://www.hkpl.gov.hk/en/extension-activities/event-category/23421/literary-activities,01121b58-4b71-454c-b5b8-e7693eb0014f,01121b58-4b71-454c-b5b8-e7693eb0014f:v10:s11:c0:5cdeac584e05430c
events,When and where is the 'What is in a Name: Chinese Culture Through the Lens of Names' lecture held?,"2026/12/05 (Saturday) 11:00 a.m. – 12:30 p.m. at Hong Kong Central Library (Lecture Theatre, G/F)","Date & Time: 2026/12/05 (Saturday) 11:00 a.m. – 12:30 p.m. Venue: Hong Kong Central Library (Lecture Theatre, G/F)",[],Hong Kong Public Libraries - Literary Activities,https://www.hkpl.gov.hk/en/extension-activities/event-category/23421/literary-activities,01121b58-4b71-454c-b5b8-e7693eb0014f,01121b58-4b71-454c-b5b8-e7693eb0014f:v10:s2:c0:6cff5f79bf4ac8c1
events,When and where is the 'Resilience of the Soul: Chinese Culture and Life Values' lecture held?,"2026/11/07 (Saturday) 02:30 p.m. – 04:00 p.m. at Hong Kong Central Library (Lecture Theatre, G/F)","Date & Time: 2026/11/07 (Saturday) 02:30 p.m. – 04:00 p.m. Venue: Hong Kong Central Library (Lecture Theatre, G/F)",[],Hong Kong Public Libraries - Literary Activities,https://www.hkpl.gov.hk/en/extension-activities/event-category/23421/literary-activities,01121b58-4b71-454c-b5b8-e7693eb0014f,01121b58-4b71-454c-b5b8-e7693eb0014f:v10:s3:c0:4e2001055ce7b817
events,What are the dates and times for the Writing Workshops for Novices in 2026 focusing on Novels at Sha Tin Public Library?,"5, 12, 19 September ; 3, 10, 17, 24 & 31 October 2026 (Saturday) 3:30 p.m. - 5:30 p.m.","5, 12, 19 September ; 3, 10, 17, 24 & 31 October 2026 (Saturday) 3:30 p.m. - 5:30 p.m.",[],Hong Kong Public Libraries - Literary Activities,https://www.hkpl.gov.hk/en/extension-activities/event-category/23421/literary-activities,01121b58-4b71-454c-b5b8-e7693eb0014f,01121b58-4b71-454c-b5b8-e7693eb0014f:v10:s4:c0:3736a010fde1bedb
events,When and where is the lecture 'The Joy of Fish: The Writing on Fish in Taiping Yulan' held?,"2026/10/03 (Saturday) 11:00 a.m. – 12:30 p.m. at Hong Kong Central Library (Lecture Theatre, G/F)","Date & Time: 2026/10/03 (Saturday) 11:00 a.m. – 12:30 p.m. Venue: Hong Kong Central Library (Lecture Theatre, G/F)",[],Hong Kong Public Libraries - Literary Activities,https://www.hkpl.gov.hk/en/extension-activities/event-category/23421/literary-activities,01121b58-4b71-454c-b5b8-e7693eb0014f,01121b58-4b71-454c-b5b8-e7693eb0014f:v10:s5:c0:a7e8664b492220a5
e_resources,What is the name of the updated mobile app for Android users launched by the English e-book platform Britannica Collective for HKPL?,Britannica Collective for HKPL,"updated version of the mobile app ""Britannica Collective for HKPL""",[],Hong Kong Public Libraries - Britannica Collective,https://www.hkpl.gov.hk/en/e-resources/e-books/description/198641/britannica-collective,02c1b0d7-32dc-4b65-91b0-319493ea4902,02c1b0d7-32dc-4b65-91b0-319493ea4902:v1:s0:c0:6cfd15c4738a0663
e_resources,What subjects are covered by the non-fiction titles in Britannica Collective?,"Art & Literature, Mathematics, Science & Technology, Social Studies, History and Sports","covering a broad spectrum of subjects such as Art & Literature, Mathematics, Science & Technology, Social Studies, History and Sports",[],Hong Kong Public Libraries - Britannica Collective,https://www.hkpl.gov.hk/en/e-resources/e-books/description/198641/britannica-collective,02c1b0d7-32dc-4b65-91b0-319493ea4902,02c1b0d7-32dc-4b65-91b0-319493ea4902:v1:s0:c1:f2261aae87eaaf6d
events,What are the service suspension dates for Mobile Library 3 at the service point adjacent to San Tin Post Office on Castle Peak Road?,21 August (Friday),"21 August (Friday) Adjacent to San Tin Post Office, Castle Peak Road, San Tin, Yuen Long",[],Hong Kong Public Libraries - Temporary Suspension of Mobile Library Services – Mobile Library 3 [Service Suspension Date: 17.08.2026 - 22.08.2026],https://www.hkpl.gov.hk/en/library-notices/notice_ml3_routinemaintenance_wk1_202608_389qfchuh2obuku4bmuorsh2c7.html,0575f0ad-0d71-4dfb-9dfe-cb8a256970f7,0575f0ad-0d71-4dfb-9dfe-cb8a256970f7:v1:s1:c0:2061d7ef88ebcb81
events,"What are the suspension dates and times for the Mobile Library 9 service point adjacent to Block 6, Shing Man Lane, Heng Fa Chuen, Chai Wan?",15 August & 22 August (Sat) & 18 August (Tue) 2:30 p.m. – 6:00 p.m.,"Adjacent to Block 6, Shing Man Lane, Heng Fa Chuen, Chai Wan 15 August & 22 August (Sat) & 18 August (Tue) 2:30 p.m. – 6:00 p.m.",[],Hong Kong Public Libraries - Temporary Suspension of Mobile Library Services – Mobile Library 9 [Service Supsension Period: 10.8.2026 - 22.8.2026],https://www.hkpl.gov.hk/en/library-notices/notice_ml9_2-weekroutinemaintenance_10aug22aug2026_mi8rr3689djjnqkm7q1d9fuj8h.html,06c735d3-01bb-4aef-8365-ec9d28f70ce2,06c735d3-01bb-4aef-8365-ec9d28f70ce2:v1:s1:c0:feefd2a9a16093e1
events,"On which dates will the Mobile Library 8 service point adjacent to Kam Tai House, On Tai Estate, Anderson Road be suspended?",7.7.2026 (Tue),"Adjacent to Kam Tai House, On Tai Estate, Anderson Road 7.7.2026 (Tue)",[],Hong Kong Public Libraries - Temporary Suspension of Mobile Library Services - Mobile Library 8 [Service Suspension Date: 6-18.7.2026],https://www.hkpl.gov.hk/en/library-notices/notice_ml8_rm_6-18.7.2026_akp46lpvpdvl7p62o27khhiptv.html,09ef7d66-82f7-4834-bb62-a1edcedf68a4,09ef7d66-82f7-4834-bb62-a1edcedf68a4:v1:s0:c0:62a8c2a202abbad5
general,What are the telephone numbers for renewing loan items during the Mobile Library 8 suspension on 7.7.2026?,2698 0002 / 2827 2833,2698 0002 / 2827 2833,[],Hong Kong Public Libraries - Temporary Suspension of Mobile Library Services - Mobile Library 8 [Service Suspension Date: 6-18.7.2026],https://www.hkpl.gov.hk/en/library-notices/notice_ml8_rm_6-18.7.2026_akp46lpvpdvl7p62o27khhiptv.html,09ef7d66-82f7-4834-bb62-a1edcedf68a4,09ef7d66-82f7-4834-bb62-a1edcedf68a4:v1:s1:c0:1478e38cd26f391f
general,Where is the AccessScience e-database available for access?,All Hong Kong Public Libraries (excluding mobile libraries) and Remote Access,"Available at: All Hong Kong Public Libraries (excluding mobile libraries) , Remote Access",[],Hong Kong Public Libraries - e-Databases - search by subject,https://www.hkpl.gov.hk/en/e-resources/e-databases/subject/Science%20&%20Technology/all/1,0a50b40d-b435-4f7a-87fa-86afa9586ff4,0a50b40d-b435-4f7a-87fa-86afa9586ff4:v7:s1:c0:a84cf6425582d549
hkcl_information,Which library branches provide access to the China Academic Journals Full-text Database (CJFD)?,"City Hall Public Library, Hong Kong Central Library, Kowloon Public Library, Ping Shan Tin Shui Wai Public Library, Sha Tin Public Library, Tuen Mun Public Library, Tsuen Wan Public Library, and Remote Access","Available at: City Hall Public Library , Hong Kong Central Library , Kowloon Public Library , Ping Shan Tin Shui Wai Public Library , Sha Tin Public Library , Tuen Mun Public Library , Tsuen Wan Public Library , Remote Access",[],Hong Kong Public Libraries - e-Databases - search by subject,https://www.hkpl.gov.hk/en/e-resources/e-databases/subject/Science%20&%20Technology/all/1,0a50b40d-b435-4f7a-87fa-86afa9586ff4,0a50b40d-b435-4f7a-87fa-86afa9586ff4:v7:s2:c0:7fbaac73468b83c7
hkcl_information,Where is the China Standards Document Database available?,"City Hall Public Library, Hong Kong Central Library","Available at: City Hall Public Library , Hong Kong Central Library",[],Hong Kong Public Libraries - e-Databases - search by subject,https://www.hkpl.gov.hk/en/e-resources/e-databases/subject/Science%20&%20Technology/all/1,0a50b40d-b435-4f7a-87fa-86afa9586ff4,0a50b40d-b435-4f7a-87fa-86afa9586ff4:v7:s3:c0:a2c80f3047145889
services,Where is the eLibrary service available?,All Hong Kong Public Libraries (excluding mobile libraries) and Remote Access,"Available at: All Hong Kong Public Libraries (excluding mobile libraries) , Remote Access",[],Hong Kong Public Libraries - e-Databases - search by subject,https://www.hkpl.gov.hk/en/e-resources/e-databases/subject/Science%20&%20Technology/all/1,0a50b40d-b435-4f7a-87fa-86afa9586ff4,0a50b40d-b435-4f7a-87fa-86afa9586ff4:v7:s4:c0:47d5f8826b6fb0aa
general,Where is Gale In Context: Environmental Studies available?,"All Hong Kong Public Libraries (excluding mobile libraries) , Remote Access","Available at: All Hong Kong Public Libraries (excluding mobile libraries) , Remote Access",[],Hong Kong Public Libraries - e-Databases - search by subject,https://www.hkpl.gov.hk/en/e-resources/e-databases/subject/Science%20&%20Technology/all/1,0a50b40d-b435-4f7a-87fa-86afa9586ff4,0a50b40d-b435-4f7a-87fa-86afa9586ff4:v7:s5:c0:f806ca68d90e2932
general,Where is Gale In Context: Science available?,All Hong Kong Public Libraries (excluding mobile libraries) and Remote Access,"Available at: All Hong Kong Public Libraries (excluding mobile libraries) , Remote Access",[],Hong Kong Public Libraries - e-Databases - search by subject,https://www.hkpl.gov.hk/en/e-resources/e-databases/subject/Science%20&%20Technology/all/1,0a50b40d-b435-4f7a-87fa-86afa9586ff4,0a50b40d-b435-4f7a-87fa-86afa9586ff4:v7:s6:c0:3adf4d4d951224a1
general,"When is the self-service library station at Tsuen Nam Road, Tai Wai scheduled for partial service suspension?","25.12.2025 - 27.12.2025, 1.1.2026","Service Suspension Date: 25.12.2025 - 27.12.2025, 1.1.2026",[],"Hong Kong Public Libraries - Partial Service Suspension of Self-service Library Station - Tsuen Nam Road, Tai Wai [Service Suspension Date: 25.12.2025 - 27.12.2025, 1.1.2026]","https://www.hkpl.gov.hk/en/library-notices/notice_bdnt_maintenance_notice_25.12.2025-27.12.2025,1.1.2026_l25d7vverjhv4ho8olq358fpaf.html",0a932c44-aed1-41a4-8583-239291577ae2,0a932c44-aed1-41a4-8583-239291577ae2:v1:s0:c0:49323342216f214c
general,"What are the service suspension times for the Self-service Library Station at Tsuen Nam Road, Tai Wai on 25 December 2025?","From 00:30 am on 25 December, 2025 (Thursday) to 07:00 am on 27 December, 2025 (Saturday)","From 00:30 am on 25 December, 2025 (Thursday) to 07:00 am on 27 December, 2025 (Saturday)",[],"Hong Kong Public Libraries - Partial Service Suspension of Self-service Library Station - Tsuen Nam Road, Tai Wai [Service Suspension Date: 25.12.2025 - 27.12.2025, 1.1.2026]","https://www.hkpl.gov.hk/en/library-notices/notice_bdnt_maintenance_notice_25.12.2025-27.12.2025,1.1.2026_l25d7vverjhv4ho8olq358fpaf.html",0a932c44-aed1-41a4-8583-239291577ae2,0a932c44-aed1-41a4-8583-239291577ae2:v1:s1:c0:eed4a04a104b95c7
opening_hours,"What are the opening hours for the Students' study rooms of the Hong Kong Public Libraries on Saturday, Sunday and public holidays from 1 March to 7 May 2025?",5:30 pm - 9:30 pm,"5:30 pm - 9:30 pm (Saturday, Sunday and public holidays)",[],Hong Kong Public Libraries - Notes on Application for Admission Card to Students' Study Room (Applicable to the examination season from March to May in 2025),https://www.hkpl.gov.hk/en/library-notices/locat_hour_loh_ssroh2025_q8m8odv0p3famjmul8512b1e26.html,0cf40f6a-f030-4d00-a440-f1fe325bbace,0cf40f6a-f030-4d00-a440-f1fe325bbace:v7:s2:c0:d263a83d33c0dbef
general,What are the application deadline and result announcement dates for the Students' Study Room admission card application applicable to the examination season from March to May 2025?,Application Deadline: 3 February 2025; Date of Result Announcement: 21 - 28 February 2025,Application Deadline Date of Result Announcement 3 February 2025 21 - 28 February 2025,[],Hong Kong Public Libraries - Notes on Application for Admission Card to Students' Study Room (Applicable to the examination season from March to May in 2025),https://www.hkpl.gov.hk/en/library-notices/locat_hour_loh_ssroh2025_q8m8odv0p3famjmul8512b1e26.html,0cf40f6a-f030-4d00-a440-f1fe325bbace,0cf40f6a-f030-4d00-a440-f1fe325bbace:v7:s2:c1:298527768a030a04
application_deadline,What is the deadline for submitting applications in person for the Students' Study Room admission card during the examination season from March to May 2025?,on or before 7 May 2025,on or before the application deadline,[],Hong Kong Public Libraries - Notes on Application for Admission Card to Students' Study Room (Applicable to the examination season from March to May in 2025),https://www.hkpl.gov.hk/en/library-notices/locat_hour_loh_ssroh2025_q8m8odv0p3famjmul8512b1e26.html,0cf40f6a-f030-4d00-a440-f1fe325bbace,0cf40f6a-f030-4d00-a440-f1fe325bbace:v7:s2:c2:85608d2f0bd2e94c
notices,What percentage of admission card places are reserved for applicants sitting for public examinations such as HKDSE or IGCSE during the March to May 2025 allocation?,95% of the places will be reserved for applicants sitting for public examinations,95% of the places will be reserved for applicants sitting for public examinations,[],Hong Kong Public Libraries - Notes on Application for Admission Card to Students' Study Room (Applicable to the examination season from March to May in 2025),https://www.hkpl.gov.hk/en/library-notices/locat_hour_loh_ssroh2025_q8m8odv0p3famjmul8512b1e26.html,0cf40f6a-f030-4d00-a440-f1fe325bbace,0cf40f6a-f030-4d00-a440-f1fe325bbace:v7:s2:c3:24a6621d71b69b6d
notices,What documents must unsuccessful applicants produce to collect their standby cards for the Students' Study Room during the March to May 2025 examination season?,HKPL library cards and proof of their candidate status,Applicants who have submitted their applications by post shall produce their HKPL library cards and proof of their candidate status,[],Hong Kong Public Libraries - Notes on Application for Admission Card to Students' Study Room (Applicable to the examination season from March to May in 2025),https://www.hkpl.gov.hk/en/library-notices/locat_hour_loh_ssroh2025_q8m8odv0p3famjmul8512b1e26.html,0cf40f6a-f030-4d00-a440-f1fe325bbace,0cf40f6a-f030-4d00-a440-f1fe325bbace:v7:s2:c4:3968ba2c98ec11e2
general,What is the time limit for users to remain seated before library staff can allocate the seat to other standby users during the examination season from March to May 2025?,15 minutes,"If users leave their seats for more than 15 minutes, library staff have the right to allocate the seats to other standby users.",[],Hong Kong Public Libraries - Notes on Application for Admission Card to Students' Study Room (Applicable to the examination season from March to May in 2025),https://www.hkpl.gov.hk/en/library-notices/locat_hour_loh_ssroh2025_q8m8odv0p3famjmul8512b1e26.html,0cf40f6a-f030-4d00-a440-f1fe325bbace,0cf40f6a-f030-4d00-a440-f1fe325bbace:v7:s2:c5:728dc0c5e0944ab6
opening_hours,What are the opening hours of the HKPL students' study rooms from 8 to 31 May 2025 on public holidays?,8:00 am - 9:30 pm,"8:00 am - 9:30 pm (Saturday, Sunday and public holidays)",[],Hong Kong Public Libraries - Notes on Application for Admission Card to Students' Study Room (Applicable to the examination season from March to May in 2025),https://www.hkpl.gov.hk/en/library-notices/locat_hour_loh_ssroh2025_q8m8odv0p3famjmul8512b1e26.html,0cf40f6a-f030-4d00-a440-f1fe325bbace,0cf40f6a-f030-4d00-a440-f1fe325bbace:v7:s3:c0:bdcabccfb8cffcf9
general,What are the names of the three certificates that users must download and install to resolve the 'security certificate' warning when using library online services?,"Hongkong Post Root CA1, Hongkong Post e-Cert CA1-10, and Hongkong Post e-Cert CA1",Hongkong Post Root CA1 Hongkong Post e-Cert CA1-10 Hongkong Post e-Cert CA1,[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-online.html,0f004247-dccb-4e85-b9c1-6e51ec792e56,0f004247-dccb-4e85-b9c1-6e51ec792e56:v1:s0:c0:67b02907d0738c7f
general,When was the new sub CA known as Hongkong Post e-Cert CA 1-10 issued by the Hongkong Post?,26 February 2010,Hongkong Post issued a new sub CA (known as Hongkong Post e-Cert CA 1-10) on 26 February 2010,[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-online.html,0f004247-dccb-4e85-b9c1-6e51ec792e56,0f004247-dccb-4e85-b9c1-6e51ec792e56:v1:s1:c0:956ec9a0ad6e341d
general,What is the website URL provided for learning more about information security when using government online services?,http://www.gov.hk/en/about/helpdesk/faq/infosec/index.shtml,http://www.gov.hk/en/about/helpdesk/faq/infosec/index.shtml,[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-online.html,0f004247-dccb-4e85-b9c1-6e51ec792e56,0f004247-dccb-4e85-b9c1-6e51ec792e56:v1:s2:c0:44ac1e1e4e2f854c
events,"On which date will the Mobile Library 7 service point adjacent to Ngan Fung House, Fung Tak Estate, Wong Tai Sin be suspended?",8.8.2026 (Saturday),"Adjacent to Ngan Fung House, Fung Tak Estate, Wong Tai Sin 8.8.2026 (Saturday)",[],Hong Kong Public Libraries - Temporary Suspension of Mobile Library Services - Mobile Library 7 [Service Suspension Date: 3-8.8.2026],https://www.hkpl.gov.hk/en/library-notices/notice_ml7_regular_main_3-8.8.2026_icqr75vdrcbq5gf8ghmh2opkfo.html,0f616f6b-5d8d-4d85-8837-71d5b89f77f7,0f616f6b-5d8d-4d85-8837-71d5b89f77f7:v1:s1:c0:793951727acad43f
notices,"According to the Personal Information Collection Statement, what are the specific purposes for which the personal data provided in the form will be used?","processing the application, posting library notices and providing library services only","used for the purposes of processing the application, posting library notices and providing library services only",[],LCS695.pdf,https://www.hkpl.gov.hk/en/common/attachments/about-us/forms/LCS695.pdf,14d9c981-dc73-4704-8c0e-5abe3b9c1714,14d9c981-dc73-4704-8c0e-5abe3b9c1714:v1:s1:c0:8fbce33b923e0ea8
general,What color ink and writing style are required when completing the Identity Card Allowed for Library Purposes application form?,Please complete in BLOCK LETTERS and in BLACK INK,Please complete in BLOCK LETTERS and in BLACK INK,[],LCS695.pdf,https://www.hkpl.gov.hk/en/common/attachments/about-us/forms/LCS695.pdf,14d9c981-dc73-4704-8c0e-5abe3b9c1714,14d9c981-dc73-4704-8c0e-5abe3b9c1714:v1:s9:c0:b1858540b0b44764
general,Can I pay overdue fines and charges for reservation of library materials at the same time using the Faster Payment System (FPS)?,"No, you can only pay one type of fees and charges in each transaction due to the limitation in the functions of the payment device of the library.","Due to the limitation in the functions of the payment device of the library, you can only pay one type of fees and charges in each transaction.",[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-FPS-payment.html,15267ed5-0f8b-4fb7-b76e-701a27aee7e2,15267ed5-0f8b-4fb7-b76e-701a27aee7e2:v1:s1:c0:cf4a297e64ba5dcc
general,Will any transaction charge be levied by the Hong Kong Public Libraries on readers for making payment by Faster Payment System (FPS)?,No,No.,[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-FPS-payment.html,15267ed5-0f8b-4fb7-b76e-701a27aee7e2,15267ed5-0f8b-4fb7-b76e-701a27aee7e2:v1:s1:c1:a7b0436cd14e016b
